"country","year","sex","age_range","freq"
"RU",2000,"f","45-54",38
"RW",2000,"f","45-54",109
"SA",2000,"f","45-54",51
"SB",2000,"f","45-54",7
"SC",2000,"f","45-54",1
"SD",2000,"f","45-54",771
"SE",2000,"f","45-54",2
"SG",2000,"f","45-54",9
"SI",2000,"f","45-54",4
"SK",2000,"f","45-54",5
"SL",2000,"f","45-54",92
"SM",2000,"f","45-54",NA
"SN",2000,"f","45-54",217
"SO",2000,"f","45-54",110
"SR",2000,"f","45-54",0
"ST",2000,"f","45-54",7
"SV",2000,"f","45-54",63
"SY",2000,"f","45-54",46
"SZ",2000,"f","45-54",62
"TC",2000,"f","45-54",NA
"TG",2000,"f","45-54",36
"TH",2000,"f","45-54",873
"TJ",2000,"f","45-54",NA
"TK",2000,"f","45-54",NA
"TM",2000,"f","45-54",31
"TN",2000,"f","45-54",21
"TO",2000,"f","45-54",NA
"TR",2000,"f","45-54",NA
"TT",2000,"f","45-54",5
"TV",2000,"f","45-54",NA
"TZ",2000,"f","45-54",868
"UA",2000,"f","45-54",298
"UG",2000,"f","45-54",671
"US",2000,"f","45-54",253
"UY",2000,"f","45-54",13
"UZ",2000,"f","45-54",213
"VC",2000,"f","45-54",0
"VE",2000,"f","45-54",NA
"VG",2000,"f","45-54",NA
"VN",2000,"f","45-54",2594
"VU",2000,"f","45-54",3
"WS",2000,"f","45-54",0
"YE",2000,"f","45-54",345
"YU",2000,"f","45-54",NA
"ZA",2000,"f","45-54",423
"ZM",2000,"f","45-54",186
"ZW",2000,"f","45-54",NA
"AD",2000,"f","55-64",NA
"AE",2000,"f","55-64",0
"AF",2000,"f","55-64",99
"AG",2000,"f","55-64",0
"AL",2000,"f","55-64",5
"AM",2000,"f","55-64",8
"AN",2000,"f","55-64",1
"AO",2000,"f","55-64",200
"AR",2000,"f","55-64",179
"AS",2000,"f","55-64",NA
"AT",2000,"f","55-64",6
"AU",2000,"f","55-64",5
"AZ",2000,"f","55-64",0
"BA",2000,"f","55-64",48
"BB",2000,"f","55-64",0
"BD",2000,"f","55-64",778
"BE",2000,"f","55-64",13
"BF",2000,"f","55-64",38
"BG",2000,"f","55-64",4
"BH",2000,"f","55-64",1
"BI",2000,"f","55-64",NA
"BJ",2000,"f","55-64",45
"BM",2000,"f","55-64",NA
"BN",2000,"f","55-64",3
"BO",2000,"f","55-64",192
"BR",2000,"f","55-64",2384
"BS",2000,"f","55-64",3
"BT",2000,"f","55-64",3
"BW",2000,"f","55-64",57
"BY",2000,"f","55-64",NA
"BZ",2000,"f","55-64",1
"CA",2000,"f","55-64",12
"CD",2000,"f","55-64",855
"CF",2000,"f","55-64",NA
"CG",2000,"f","55-64",NA
"CH",2000,"f","55-64",1
"CI",2000,"f","55-64",NA
"CK",2000,"f","55-64",0
"CL",2000,"f","55-64",58
"CM",2000,"f","55-64",60
"CN",2000,"f","55-64",7102
"CO",2000,"f","55-64",304
"CR",2000,"f","55-64",23
"CU",2000,"f","55-64",23
"CV",2000,"f","55-64",NA
"CY",2000,"f","55-64",NA
"CZ",2000,"f","55-64",7
"DE",2000,"f","55-64",NA
"DJ",2000,"f","55-64",17
"DK",2000,"f","55-64",7
"DO",2000,"f","55-64",79
"DZ",2000,"f","55-64",208
"EC",2000,"f","55-64",NA
"EE",2000,"f","55-64",4
"EG",2000,"f","55-64",112
"ER",2000,"f","55-64",12
"ES",2000,"f","55-64",NA
"ET",2000,"f","55-64",366
"FI",2000,"f","55-64",6
"FJ",2000,"f","55-64",4
"FM",2000,"f","55-64",1
"FR",2000,"f","55-64",43
"GB",2000,"f","55-64",31
"GD",2000,"f","55-64",NA
"GE",2000,"f","55-64",10
"GH",2000,"f","55-64",179
"GN",2000,"f","55-64",82
"GR",2000,"f","55-64",6
"GT",2000,"f","55-64",87
"GU",2000,"f","55-64",2
"GW",2000,"f","55-64",15
"GY",2000,"f","55-64",5
"HK",2000,"f","55-64",45
"HN",2000,"f","55-64",160
"HR",2000,"f","55-64",NA
"HT",2000,"f","55-64",132
"HU",2000,"f","55-64",10
"ID",2000,"f","55-64",NA
"IE",2000,"f","55-64",7
"IL",2000,"f","55-64",7
"IN",2000,"f","55-64",4594
"IQ",2000,"f","55-64",103
"IR",2000,"f","55-64",407
"IS",2000,"f","55-64",NA
"IT",2000,"f","55-64",19
"JM",2000,"f","55-64",5
"JO",2000,"f","55-64",2
"JP",2000,"f","55-64",384
"KE",2000,"f","55-64",347
"KG",2000,"f","55-64",30
"KH",2000,"f","55-64",1459
"KI",2000,"f","55-64",1
"KM",2000,"f","55-64",2
"KN",2000,"f","55-64",NA
"KP",2000,"f","55-64",591
"KR",2000,"f","55-64",295
"KW",2000,"f","55-64",3
"KY",2000,"f","55-64",NA
"KZ",2000,"f","55-64",202
"LA",2000,"f","55-64",91
"LB",2000,"f","55-64",4
"LC",2000,"f","55-64",1
"LK",2000,"f","55-64",144
"LR",2000,"f","55-64",16
"LS",2000,"f","55-64",36
"LT",2000,"f","55-64",22
"LU",2000,"f","55-64",NA
"LV",2000,"f","55-64",7
"LY",2000,"f","55-64",16
"MA",2000,"f","55-64",406
"MC",2000,"f","55-64",NA
"MD",2000,"f","55-64",14
"MG",2000,"f","55-64",NA
"MH",2000,"f","55-64",2
"MK",2000,"f","55-64",5
"ML",2000,"f","55-64",75
"MM",2000,"f","55-64",592
"MN",2000,"f","55-64",26
"MO",2000,"f","55-64",3
"MP",2000,"f","55-64",1
"MR",2000,"f","55-64",NA
"MS",2000,"f","55-64",NA
"MT",2000,"f","55-64",NA
"MU",2000,"f","55-64",7
"MV",2000,"f","55-64",5
"MW",2000,"f","55-64",148
"MX",2000,"f","55-64",595
"MY",2000,"f","55-64",356
"MZ",2000,"f","55-64",NA
NA,2000,"f","55-64",76
"NC",2000,"f","55-64",2
"NE",2000,"f","55-64",63
"NG",2000,"f","55-64",344
"NI",2000,"f","55-64",46
"NL",2000,"f","55-64",5
"NO",2000,"f","55-64",2
"NP",2000,"f","55-64",419
"NR",2000,"f","55-64",1
"NU",2000,"f","55-64",NA
"NZ",2000,"f","55-64",4
"OM",2000,"f","55-64",11
"PA",2000,"f","55-64",12
"PE",2000,"f","55-64",499
"PF",2000,"f","55-64",0
"PG",2000,"f","55-64",5
"PH",2000,"f","55-64",NA
"PK",2000,"f","55-64",103
"PL",2000,"f","55-64",82
"PR",2000,"f","55-64",1
"PS",2000,"f","55-64",NA
"PT",2000,"f","55-64",25
"PY",2000,"f","55-64",30
"QA",2000,"f","55-64",0
"RO",2000,"f","55-64",207
"RU",2000,"f","55-64",31
"RW",2000,"f","55-64",52
"SA",2000,"f","55-64",50
"SB",2000,"f","55-64",5
"SC",2000,"f","55-64",1
"SD",2000,"f","55-64",327
"SE",2000,"f","55-64",2
"SG",2000,"f","55-64",5
"SI",2000,"f","55-64",3
"SK",2000,"f","55-64",4
"SL",2000,"f","55-64",49
"SM",2000,"f","55-64",NA
"SN",2000,"f","55-64",107
"SO",2000,"f","55-64",72
"SR",2000,"f","55-64",1
"ST",2000,"f","55-64",4
"SV",2000,"f","55-64",39
"SY",2000,"f","55-64",38
"SZ",2000,"f","55-64",24
"TC",2000,"f","55-64",NA
"TG",2000,"f","55-64",24
"TH",2000,"f","55-64",1016
"TJ",2000,"f","55-64",NA
"TK",2000,"f","55-64",NA
"TM",2000,"f","55-64",34
"TN",2000,"f","55-64",21
"TO",2000,"f","55-64",1
"TR",2000,"f","55-64",NA
"TT",2000,"f","55-64",2
"TV",2000,"f","55-64",NA
"TZ",2000,"f","55-64",494
"UA",2000,"f","55-64",218
"UG",2000,"f","55-64",316
"US",2000,"f","55-64",152
"UY",2000,"f","55-64",12
"UZ",2000,"f","55-64",112
"VC",2000,"f","55-64",0
"VE",2000,"f","55-64",NA
"VG",2000,"f","55-64",NA
"VN",2000,"f","55-64",2847
"VU",2000,"f","55-64",3
"WS",2000,"f","55-64",0
"YE",2000,"f","55-64",247
"YU",2000,"f","55-64",NA
"ZA",2000,"f","55-64",167
"ZM",2000,"f","55-64",112
"ZW",2000,"f","55-64",NA
"AD",2000,"f","65+",NA
"AE",2000,"f","65+",4
"AF",2000,"f","65+",36
"AG",2000,"f","65+",0
"AL",2000,"f","65+",11
"AM",2000,"f","65+",4
"AN",2000,"f","65+",0
"AO",2000,"f","65+",120
"AR",2000,"f","65+",216
"AS",2000,"f","65+",NA
"AT",2000,"f","65+",22
"AU",2000,"f","65+",14
"AZ",2000,"f","65+",0
"BA",2000,"f","65+",124
"BB",2000,"f","65+",0
"BD",2000,"f","65+",370
"BE",2000,"f","65+",27
"BF",2000,"f","65+",14
"BG",2000,"f","65+",6
"BH",2000,"f","65+",1
"BI",2000,"f","65+",NA
"BJ",2000,"f","65+",25
"BM",2000,"f","65+",NA
"BN",2000,"f","65+",4
"BO",2000,"f","65+",233
"BR",2000,"f","65+",2496
"BS",2000,"f","65+",1
"BT",2000,"f","65+",2
"BW",2000,"f","65+",36
"BY",2000,"f","65+",NA
"BZ",2000,"f","65+",4
"CA",2000,"f","65+",66
"CD",2000,"f","65+",351
"CF",2000,"f","65+",NA
"CG",2000,"f","65+",NA
"CH",2000,"f","65+",6
"CI",2000,"f","65+",NA
"CK",2000,"f","65+",0
"CL",2000,"f","65+",83
"CM",2000,"f","65+",33
"CN",2000,"f","65+",6296
"CO",2000,"f","65+",510
"CR",2000,"f","65+",24
"CU",2000,"f","65+",39
"CV",2000,"f","65+",NA
"CY",2000,"f","65+",NA
"CZ",2000,"f","65+",57
"DE",2000,"f","65+",NA
"DJ",2000,"f","65+",10
"DK",2000,"f","65+",8
"DO",2000,"f","65+",75
"DZ",2000,"f","65+",312
"EC",2000,"f","65+",NA
"EE",2000,"f","65+",10
"EG",2000,"f","65+",48
"ER",2000,"f","65+",8
"ES",2000,"f","65+",NA
"ET",2000,"f","65+",122
"FI",2000,"f","65+",49
"FJ",2000,"f","65+",0
"FM",2000,"f","65+",1
"FR",2000,"f","65+",155
"GB",2000,"f","65+",67
"GD",2000,"f","65+",NA
"GE",2000,"f","65+",5
"GH",2000,"f","65+",176
"GN",2000,"f","65+",45
"GR",2000,"f","65+",25
"GT",2000,"f","65+",111
"GU",2000,"f","65+",2
"GW",2000,"f","65+",12
"GY",2000,"f","65+",3
"HK",2000,"f","65+",211
"HN",2000,"f","65+",38
"HR",2000,"f","65+",NA
"HT",2000,"f","65+",71
"HU",2000,"f","65+",30
"ID",2000,"f","65+",NA
"IE",2000,"f","65+",15
"IL",2000,"f","65+",25
"IN",2000,"f","65+",2697
"IQ",2000,"f","65+",87
"IR",2000,"f","65+",647
"IS",2000,"f","65+",NA
"IT",2000,"f","65+",39
"JM",2000,"f","65+",1
"JO",2000,"f","65+",5
"JP",2000,"f","65+",1958
"KE",2000,"f","65+",148
"KG",2000,"f","65+",29
"KH",2000,"f","65+",892
"KI",2000,"f","65+",3
"KM",2000,"f","65+",1
"KN",2000,"f","65+",NA
"KP",2000,"f","65+",357
"KR",2000,"f","65+",795
"KW",2000,"f","65+",1
"KY",2000,"f","65+",NA
"KZ",2000,"f","65+",204
"LA",2000,"f","65+",71
"LB",2000,"f","65+",6
"LC",2000,"f","65+",0
"LK",2000,"f","65+",113
"LR",2000,"f","65+",16
"LS",2000,"f","65+",29
"LT",2000,"f","65+",48
"LU",2000,"f","65+",NA
"LV",2000,"f","65+",15
"LY",2000,"f","65+",22
"MA",2000,"f","65+",352
"MC",2000,"f","65+",NA
"MD",2000,"f","65+",6
"MG",2000,"f","65+",NA
"MH",2000,"f","65+",0
"MK",2000,"f","65+",10
"ML",2000,"f","65+",43
"MM",2000,"f","65+",378
"MN",2000,"f","65+",17
"MO",2000,"f","65+",13
"MP",2000,"f","65+",1
"MR",2000,"f","65+",NA
"MS",2000,"f","65+",NA
"MT",2000,"f","65+",NA
"MU",2000,"f","65+",4
"MV",2000,"f","65+",2
"MW",2000,"f","65+",64
"MX",2000,"f","65+",709
"MY",2000,"f","65+",286
"MZ",2000,"f","65+",NA
NA,2000,"f","65+",52
"NC",2000,"f","65+",4
"NE",2000,"f","65+",9
"NG",2000,"f","65+",231
"NI",2000,"f","65+",61
"NL",2000,"f","65+",10
"NO",2000,"f","65+",5
"NP",2000,"f","65+",228
"NR",2000,"f","65+",NA
"NU",2000,"f","65+",NA
"NZ",2000,"f","65+",10
"OM",2000,"f","65+",6
"PA",2000,"f","65+",16
"PE",2000,"f","65+",624
"PF",2000,"f","65+",0
"PG",2000,"f","65+",1
"PH",2000,"f","65+",NA
"PK",2000,"f","65+",56
"PL",2000,"f","65+",421
"PR",2000,"f","65+",3
"PS",2000,"f","65+",NA
"PT",2000,"f","65+",64
"PY",2000,"f","65+",46
"QA",2000,"f","65+",0
"RO",2000,"f","65+",321
"RU",2000,"f","65+",44
"RW",2000,"f","65+",14
"SA",2000,"f","65+",70
"SB",2000,"f","65+",2
"SC",2000,"f","65+",NA
"SD",2000,"f","65+",323
"SE",2000,"f","65+",15
"SG",2000,"f","65+",16
"SI",2000,"f","65+",20
"SK",2000,"f","65+",54
"SL",2000,"f","65+",30
"SM",2000,"f","65+",NA
"SN",2000,"f","65+",61
"SO",2000,"f","65+",41
"SR",2000,"f","65+",1
"ST",2000,"f","65+",15
"SV",2000,"f","65+",47
"SY",2000,"f","65+",28
"SZ",2000,"f","65+",5
"TC",2000,"f","65+",NA
"TG",2000,"f","65+",15
"TH",2000,"f","65+",1321
"TJ",2000,"f","65+",NA
"TK",2000,"f","65+",NA
"TM",2000,"f","65+",17
"TN",2000,"f","65+",58
"TO",2000,"f","65+",1
"TR",2000,"f","65+",NA
"TT",2000,"f","65+",4
"TV",2000,"f","65+",NA
"TZ",2000,"f","65+",269
"UA",2000,"f","65+",405
"UG",2000,"f","65+",163
"US",2000,"f","65+",396
"UY",2000,"f","65+",16
"UZ",2000,"f","65+",111
"VC",2000,"f","65+",0
"VE",2000,"f","65+",NA
"VG",2000,"f","65+",NA
"VN",2000,"f","65+",4907
"VU",2000,"f","65+",1
"WS",2000,"f","65+",0
"YE",2000,"f","65+",92
"YU",2000,"f","65+",NA
"ZA",2000,"f","65+",80
"ZM",2000,"f","65+",75
"ZW",2000,"f","65+",NA
"AD",2000,"f","unknown",NA
"AE",2000,"f","unknown",NA
"AF",2000,"f","unknown",NA
"AG",2000,"f","unknown",NA
"AL",2000,"f","unknown",NA
"AM",2000,"f","unknown",NA
"AN",2000,"f","unknown",NA
"AO",2000,"f","unknown",NA
"AR",2000,"f","unknown",NA
"AS",2000,"f","unknown",NA
"AT",2000,"f","unknown",NA
"AU",2000,"f","unknown",NA
"AZ",2000,"f","unknown",NA
"BA",2000,"f","unknown",NA
"BB",2000,"f","unknown",NA
"BD",2000,"f","unknown",NA
"BE",2000,"f","unknown",NA
"BF",2000,"f","unknown",NA
"BG",2000,"f","unknown",NA
"BH",2000,"f","unknown",NA
"BI",2000,"f","unknown",NA
"BJ",2000,"f","unknown",NA
"BM",2000,"f","unknown",NA
"BN",2000,"f","unknown",NA
"BO",2000,"f","unknown",NA
"BR",2000,"f","unknown",NA
"BS",2000,"f","unknown",NA
"BT",2000,"f","unknown",NA
"BW",2000,"f","unknown",NA
"BY",2000,"f","unknown",NA
"BZ",2000,"f","unknown",NA
"CA",2000,"f","unknown",NA
"CD",2000,"f","unknown",NA
"CF",2000,"f","unknown",NA
"CG",2000,"f","unknown",NA
"CH",2000,"f","unknown",NA
"CI",2000,"f","unknown",NA
"CK",2000,"f","unknown",NA
"CL",2000,"f","unknown",NA
"CM",2000,"f","unknown",NA
"CN",2000,"f","unknown",NA
"CO",2000,"f","unknown",NA
"CR",2000,"f","unknown",NA
"CU",2000,"f","unknown",NA
"CV",2000,"f","unknown",NA
"CY",2000,"f","unknown",NA
"CZ",2000,"f","unknown",NA
"DE",2000,"f","unknown",NA
"DJ",2000,"f","unknown",NA
"DK",2000,"f","unknown",NA
"DO",2000,"f","unknown",NA
"DZ",2000,"f","unknown",NA
"EC",2000,"f","unknown",NA
"EE",2000,"f","unknown",NA
"EG",2000,"f","unknown",NA
"ER",2000,"f","unknown",NA
"ES",2000,"f","unknown",NA
"ET",2000,"f","unknown",NA
"FI",2000,"f","unknown",NA
"FJ",2000,"f","unknown",NA
"FM",2000,"f","unknown",NA
"FR",2000,"f","unknown",NA
"GB",2000,"f","unknown",NA
"GD",2000,"f","unknown",NA
"GE",2000,"f","unknown",NA
"GH",2000,"f","unknown",NA
"GN",2000,"f","unknown",NA
"GR",2000,"f","unknown",NA
"GT",2000,"f","unknown",NA
"GU",2000,"f","unknown",NA
"GW",2000,"f","unknown",NA
"GY",2000,"f","unknown",NA
"HK",2000,"f","unknown",NA
"HN",2000,"f","unknown",NA
"HR",2000,"f","unknown",NA
"HT",2000,"f","unknown",NA
"HU",2000,"f","unknown",NA
"ID",2000,"f","unknown",NA
"IE",2000,"f","unknown",NA
"IL",2000,"f","unknown",NA
"IN",2000,"f","unknown",NA
"IQ",2000,"f","unknown",NA
"IR",2000,"f","unknown",NA
"IS",2000,"f","unknown",NA
"IT",2000,"f","unknown",NA
"JM",2000,"f","unknown",NA
"JO",2000,"f","unknown",NA
"JP",2000,"f","unknown",NA
"KE",2000,"f","unknown",NA
"KG",2000,"f","unknown",NA
"KH",2000,"f","unknown",NA
"KI",2000,"f","unknown",NA
"KM",2000,"f","unknown",NA
"KN",2000,"f","unknown",NA
"KP",2000,"f","unknown",NA
"KR",2000,"f","unknown",NA
"KW",2000,"f","unknown",NA
"KY",2000,"f","unknown",NA
"KZ",2000,"f","unknown",NA
"LA",2000,"f","unknown",NA
"LB",2000,"f","unknown",NA
"LC",2000,"f","unknown",NA
"LK",2000,"f","unknown",NA
"LR",2000,"f","unknown",NA
"LS",2000,"f","unknown",NA
"LT",2000,"f","unknown",NA
"LU",2000,"f","unknown",NA
"LV",2000,"f","unknown",NA
"LY",2000,"f","unknown",NA
"MA",2000,"f","unknown",NA
"MC",2000,"f","unknown",NA
"MD",2000,"f","unknown",NA
"MG",2000,"f","unknown",NA
"MH",2000,"f","unknown",NA
"MK",2000,"f","unknown",NA
"ML",2000,"f","unknown",NA
"MM",2000,"f","unknown",NA
"MN",2000,"f","unknown",NA
"MO",2000,"f","unknown",NA
"MP",2000,"f","unknown",NA
"MR",2000,"f","unknown",NA
"MS",2000,"f","unknown",NA
"MT",2000,"f","unknown",NA
"MU",2000,"f","unknown",NA
"MV",2000,"f","unknown",NA
"MW",2000,"f","unknown",NA
"MX",2000,"f","unknown",NA
"MY",2000,"f","unknown",NA
"MZ",2000,"f","unknown",NA
NA,2000,"f","unknown",NA
"NC",2000,"f","unknown",NA
"NE",2000,"f","unknown",NA
"NG",2000,"f","unknown",NA
"NI",2000,"f","unknown",NA
"NL",2000,"f","unknown",NA
"NO",2000,"f","unknown",NA
"NP",2000,"f","unknown",NA
"NR",2000,"f","unknown",NA
"NU",2000,"f","unknown",NA
"NZ",2000,"f","unknown",NA
"OM",2000,"f","unknown",NA
"PA",2000,"f","unknown",NA
"PE",2000,"f","unknown",NA
"PF",2000,"f","unknown",NA
"PG",2000,"f","unknown",NA
"PH",2000,"f","unknown",NA
"PK",2000,"f","unknown",NA
"PL",2000,"f","unknown",NA
"PR",2000,"f","unknown",NA
"PS",2000,"f","unknown",NA
"PT",2000,"f","unknown",NA
"PY",2000,"f","unknown",NA
"QA",2000,"f","unknown",NA
"RO",2000,"f","unknown",NA
"RU",2000,"f","unknown",NA
"RW",2000,"f","unknown",NA
"SA",2000,"f","unknown",NA
"SB",2000,"f","unknown",NA
"SC",2000,"f","unknown",NA
"SD",2000,"f","unknown",NA
"SE",2000,"f","unknown",NA
"SG",2000,"f","unknown",NA
"SI",2000,"f","unknown",NA
"SK",2000,"f","unknown",NA
"SL",2000,"f","unknown",NA
"SM",2000,"f","unknown",NA
"SN",2000,"f","unknown",NA
"SO",2000,"f","unknown",NA
"SR",2000,"f","unknown",NA
"ST",2000,"f","unknown",NA
"SV",2000,"f","unknown",NA
"SY",2000,"f","unknown",NA
"SZ",2000,"f","unknown",NA
"TC",2000,"f","unknown",NA
"TG",2000,"f","unknown",NA
"TH",2000,"f","unknown",NA
"TJ",2000,"f","unknown",NA
"TK",2000,"f","unknown",NA
"TM",2000,"f","unknown",NA
"TN",2000,"f","unknown",NA
"TO",2000,"f","unknown",NA
"TR",2000,"f","unknown",NA
"TT",2000,"f","unknown",NA
"TV",2000,"f","unknown",NA
"TZ",2000,"f","unknown",NA
"UA",2000,"f","unknown",NA
"UG",2000,"f","unknown",NA
"US",2000,"f","unknown",NA
"UY",2000,"f","unknown",NA
"UZ",2000,"f","unknown",NA
"VC",2000,"f","unknown",NA
"VE",2000,"f","unknown",NA
"VG",2000,"f","unknown",NA
"VN",2000,"f","unknown",NA
"VU",2000,"f","unknown",NA
"WS",2000,"f","unknown",NA
"YE",2000,"f","unknown",NA
"YU",2000,"f","unknown",NA
"ZA",2000,"f","unknown",NA
"ZM",2000,"f","unknown",NA
"ZW",2000,"f","unknown",NA
